,cluster,protein,degree,degree_centrality,eigenvector_centrality,betweenness_centrality
1714,493,YCL014W,3,0.375,0.537,0.036
1715,494,YGR202C,1,1.000,0.707,0.000
1716,494,YLR133W,1,1.000,0.707,0.000
1717,495,YLR059C,3,1.000,0.612,0.667
1718,496,YDL184C,1,1.000,0.707,0.000
1719,496,YDL133C-A,1,1.000,0.707,0.000
1720,497,YGL202W,2,1.000,0.707,1.000
1721,498,YLR138W,5,1.000,0.473,0.117
1722,498,YJL094C,5,1.000,0.473,0.117
1723,499,YKR050W,1,1.000,0.707,0.000
1724,499,YJR054W,1,1.000,0.707,0.000
1725,500,YFR044C,2,1.000,0.577,0.000
1726,500,YBR281C,2,1.000,0.577,0.000
1727,500,YNL191W,2,1.000,0.577,0.000
1728,501,YPR069C,3,0.750,0.482,0.000
1729,501,YKL184W,4,1.000,0.524,0.500
1730,501,YOL052C,3,0.750,0.482,0.000
1731,501,YLR146C,3,0.750,0.482,0.000
1732,502,YOL081W,3,0.750,0.425,0.056
1733,502,YER020W,3,0.750,0.425,0.056
1734,502,YDL035C,4,1.000,0.526,0.111
1735,502,YAL056W,3,0.750,0.425,0.056
1736,502,YOR371C,3,0.750,0.425,0.056
1737,503,YBR223C,2,1.000,0.707,1.000
1738,504,YMR070W,1,1.000,0.707,0.000
1739,504,YLR228C,1,1.000,0.707,0.000
1740,505,YBL067C,4,1.000,0.510,0.167
1741,505,YER098W,4,1.000,0.510,0.167
1742,506,YBR040W,1,1.000,0.707,0.000
1743,506,YML047C,1,1.000,0.707,0.000
1744,507,YDR414C,2,1.000,0.577,0.000
1745,507,YKR007W,2,1.000,0.577,0.000
1746,507,YCR075C,2,1.000,0.577,0.000
1747,508,YLR126C,2,1.000,0.707,1.000
1748,509,YER123W,1,1.000,0.707,0.000
1749,509,YPL236C,1,1.000,0.707,0.000
1750,510,YNL161W,1,1.000,0.707,0.000
1751,510,YCL051W,1,1.000,0.707,0.000
1752,511,YKL094W,0,1.000,1.000,0.000
1753,512,YCR068W,0,1.000,1.000,0.000
1754,513,YLR066W,3,1.000,0.500,0.000
1755,513,YIR022W,3,1.000,0.500,0.000
1756,513,YJR010C-A,3,1.000,0.500,0.000
1757,513,YML055W,3,1.000,0.500,0.000
1758,514,YEL075W-A,4,1.000,0.447,0.000
1759,514,YEL077C,4,1.000,0.447,0.000
1760,514,YEL075C,4,1.000,0.447,0.000
1761,514,YEL076C,4,1.000,0.447,0.000
1762,514,YEL074W,4,1.000,0.447,0.000
1763,515,YMR164C,3,1.000,0.707,1.000
1764,516,YHR084W,9,0.750,0.390,0.165
1765,516,YGR040W,9,0.750,0.394,0.113
1766,516,YDR103W,6,0.500,0.305,0.014
1767,516,YJL157C,6,0.500,0.284,0.046
1768,516,YBL016W,11,0.917,0.435,0.303
1769,517,YOR230W,1,1.000,0.707,0.000
1770,517,YLR437C,1,1.000,0.707,0.000
1771,518,YMR154C,7,0.875,0.379,0.089
1772,518,YOR275C,8,1.000,0.397,0.214
1773,518,YHL027W,7,0.875,0.379,0.089
1774,519,YOR022C,1,1.000,0.707,0.000
1775,519,YDL195W,1,1.000,0.707,0.000
1776,520,YOL016C,2,1.000,0.707,1.000
1777,521,YKL159C,1,1.000,0.707,0.000
1778,521,YNL027W,1,1.000,0.707,0.000
1779,522,YDL128W,4,0.800,0.445,0.033
1780,522,YNL291C,4,0.800,0.420,0.100
1781,522,YGR217W,5,1.000,0.494,0.233
1782,522,YOR087W,4,0.800,0.445,0.033
1783,523,YGL167C,1,1.000,0.707,0.000
1784,523,YGL168W,1,1.000,0.707,0.000
1785,524,YDR264C,4,0.800,0.469,0.250
1786,524,YOR034C,4,0.800,0.469,0.250
1787,525,YDL240W,1,1.000,0.707,0.000
1788,525,YEL031W,1,1.000,0.707,0.000
1789,526,YDR099W,1,1.000,0.707,0.000
1790,526,YER177W,1,1.000,0.707,0.000
1791,527,YMR212C,3,0.750,0.524,0.083
1792,527,YLR305C,4,1.000,0.583,0.583
1793,528,YLR422W,1,1.000,0.707,0.000
1794,528,YLL007C,1,1.000,0.707,0.000
1795,529,YLR310C,0,1.000,1.000,0.000
1796,530,YER056C,0,1.000,1.000,0.000
1797,531,YLR254C,1,1.000,0.707,0.000
1798,531,YOR269W,1,1.000,0.707,0.000
1799,532,YDR517W,1,1.000,0.707,0.000
1800,532,YDL099W,1,1.000,0.707,0.000
1801,533,YIL177W-A,1,1.000,0.707,0.000
1802,533,YIL177C,1,1.000,0.707,0.000
1803,534,YML133W-A,2,1.000,0.577,0.000
1804,534,YML133C,2,1.000,0.577,0.000
1805,534,YML133W-B,2,1.000,0.577,0.000
1806,535,YLL066W-A,3,1.000,0.612,0.667
1807,536,YDL124W,2,1.000,0.707,1.000
1808,537,YJR056C,5,1.000,0.408,0.000
1809,537,YJL028W,5,1.000,0.408,0.000
1810,537,YJR055W,5,1.000,0.408,0.000
1811,537,YJL161W,5,1.000,0.408,0.000
1812,537,YJL022W,5,1.000,0.408,0.000
1813,537,YJL027C,5,1.000,0.408,0.000
1814,538,YHR195W,1,1.000,0.707,0.000
1815,538,YAR042W,1,1.000,0.707,0.000
1816,539,YER120W,4,0.800,0.677,0.900
1817,539,YOR086C,2,0.400,0.425,0.400
1818,540,YNL160W,2,1.000,0.707,1.000
1819,541,YDR150W,1,1.000,0.707,0.000
1820,541,YPR083W,1,1.000,0.707,0.000
1821,542,YLR215C,2,1.000,0.707,1.000
1822,543,YAL021C,1,1.000,0.707,0.000
1823,543,YNR052C,1,1.000,0.707,0.000
1824,544,YDL234C,3,0.750,0.425,0.056
1825,544,YOR070C,3,0.750,0.425,0.056
1826,544,YGR100W,3,0.750,0.425,0.056
1827,544,YFL027C,4,1.000,0.526,0.111
1828,544,YPL249C,3,0.750,0.425,0.056
1829,545,YJL053W,7,0.778,0.346,0.043
1830,545,YOR069W,7,0.778,0.360,0.018
1831,545,YHR012W,9,1.000,0.398,0.166
1832,545,YJL154C,9,1.000,0.398,0.166
1833,545,YOR132W,7,0.778,0.360,0.018
1834,546,YML072C,1,1.000,0.707,0.000
1835,546,YBR086C,1,1.000,0.707,0.000
1836,547,YDL058W,0,1.000,1.000,0.000
1837,548,YKL179C,2,1.000,0.577,0.000
1838,548,YJR134C,2,1.000,0.577,0.000
1839,548,YOR216C,2,1.000,0.577,0.000
1840,549,YMR079W,0,1.000,1.000,0.000
1841,550,YLR380W,1,1.000,0.707,0.000
1842,550,YJL145W,1,1.000,0.707,0.000
1843,551,YER166W,6,1.000,0.504,0.322
1844,551,YDR093W,5,0.833,0.439,0.167
1845,552,YMR162C,1,1.000,0.707,0.000
1846,552,YNR048W,1,1.000,0.707,0.000
1847,553,YIL048W,3,1.000,0.612,0.667
1848,554,YOR107W,1,1.000,0.707,0.000
1849,554,YML104C,1,1.000,0.707,0.000
1850,555,YOR301W,3,1.000,0.557,0.167
1851,555,YLR084C,3,1.000,0.557,0.167
1852,556,YNL066W,7,0.583,0.363,0.021
1853,556,YHR143W,7,0.583,0.363,0.021
1854,556,YGL028C,7,0.583,0.363,0.021
1855,556,YNL327W,7,0.583,0.363,0.021
1856,556,YER124C,7,0.583,0.363,0.021
1857,556,YLR286C,11,0.917,0.372,0.629
1858,557,YDR306C,2,1.000,0.577,0.000
1859,557,YLR097C,2,1.000,0.577,0.000
1860,557,YBR280C,2,1.000,0.577,0.000
1861,558,YIL001W,1,1.000,0.707,0.000
1862,558,YGR003W,1,1.000,0.707,0.000
1863,559,YNL264C,1,1.000,0.707,0.000
1864,559,YPL272C,1,1.000,0.707,0.000
1865,560,YDR310C,0,1.000,1.000,0.000
1866,561,YNL333W,5,1.000,0.408,0.000
1867,561,YMR096W,5,1.000,0.408,0.000
1868,561,YNL334C,5,1.000,0.408,0.000
1869,561,YFL060C,5,1.000,0.408,0.000
1870,561,YMR095C,5,1.000,0.408,0.000
1871,561,YFL059W,5,1.000,0.408,0.000
1872,562,YGL210W,0,1.000,1.000,0.000
1873,563,YDR135C,2,1.000,0.707,1.000
1874,564,YNL086W,5,1.000,0.408,0.000
1875,564,YGL079W,5,1.000,0.408,0.000
1876,564,YEL005C,5,1.000,0.408,0.000
1877,564,YDR357C,5,1.000,0.408,0.000
1878,564,YLR408C,5,1.000,0.408,0.000
1879,564,YKL061W,5,1.000,0.408,0.000
1880,565,YDR104C,2,1.000,0.707,1.000
1881,566,YLR189C,2,1.000,0.577,0.000
1882,566,YJL036W,2,1.000,0.577,0.000
1883,566,YDL113C,2,1.000,0.577,0.000
1884,567,YHR107C,11,1.000,0.381,0.130
1885,567,YLR314C,10,0.909,0.356,0.092
1886,567,YJR076C,11,1.000,0.381,0.130
1887,568,YPR028W,4,1.000,0.479,0.056
1888,568,YDR233C,4,1.000,0.479,0.056
1889,568,YOR165W,4,1.000,0.479,0.056
1890,569,YHR076W,2,1.000,0.577,0.000
1891,569,YCR079W,2,1.000,0.577,0.000
1892,569,YOR090C,2,1.000,0.577,0.000
1893,570,YJR036C,1,1.000,0.707,0.000
1894,570,YMR247C,1,1.000,0.707,0.000
1895,571,YPL009C,3,0.750,0.470,0.083
1896,571,YKR023W,3,0.750,0.470,0.083
1897,571,YGR271W,4,1.000,0.559,0.333
1898,572,YMR241W,1,1.000,0.707,0.000
1899,572,YDL198C,1,1.000,0.707,0.000
1900,573,YKL178C,8,0.727,0.378,0.186
1901,573,YFL026W,9,0.818,0.409,0.272
1902,573,YPL187W,7,0.636,0.364,0.079
1903,574,YOR193W,2,1.000,0.707,1.000
1904,575,YPR156C,3,1.000,0.612,0.667
1905,576,YGL192W,3,1.000,0.612,0.667
1906,577,YCL027W,0,1.000,1.000,0.000
1907,578,YPL128C,2,1.000,0.707,1.000
1908,579,YLR223C,3,1.000,0.612,0.667
1909,580,YFL066C,3,1.000,0.500,0.000
1910,580,YFL065C,3,1.000,0.500,0.000
1911,580,YFL067W,3,1.000,0.500,0.000
1912,580,YFL064C,3,1.000,0.500,0.000
1913,581,YJL073W,1,1.000,0.707,0.000
1914,581,YLR104W,1,1.000,0.707,0.000
1915,582,YLR057W,1,1.000,0.707,0.000
1916,582,YJR131W,1,1.000,0.707,0.000
1917,583,YGR225W,1,1.000,0.707,0.000
1918,583,YHR184W,1,1.000,0.707,0.000
1919,584,YER175C,1,1.000,0.707,0.000
1920,584,YGL117W,1,1.000,0.707,0.000
1921,585,YOR271C,2,1.000,0.707,1.000
1922,586,YKR077W,1,1.000,0.707,0.000
1923,586,YOR066W,1,1.000,0.707,0.000
1924,587,YMR037C,0,1.000,1.000,0.000
1925,588,YGR016W,2,1.000,0.707,1.000
1926,589,YGL071W,0,1.000,1.000,0.000
1927,590,YOR383C,3,1.000,0.612,0.667
1928,591,YCR040W,4,0.800,0.436,0.083
1929,591,YCL067C,4,0.800,0.436,0.083
1930,591,YCR097W,5,1.000,0.507,0.167
1931,592,YKL189W,4,1.000,0.447,0.000
1932,592,YOR353C,4,1.000,0.447,0.000
1933,592,YFL034C-B,4,1.000,0.447,0.000
1934,592,YIL129C,4,1.000,0.447,0.000
1935,592,YHR102W,4,1.000,0.447,0.000
1936,593,YMR071C,3,1.000,0.557,0.167
1937,593,YDR100W,3,1.000,0.557,0.167
1938,594,YDL170W,3,1.000,0.707,1.000
1939,595,YNR055C,2,0.667,0.500,0.167
1940,595,YIL120W,2,0.667,0.500,0.167
1941,595,YNL065W,2,0.667,0.500,0.167
1942,595,YLL028W,2,0.667,0.500,0.167
1943,596,YML116W,1,1.000,0.707,0.000
1944,596,YBR008C,1,1.000,0.707,0.000
1945,597,YHR048W,1,1.000,0.707,0.000
1946,597,YIL121W,1,1.000,0.707,0.000
1947,598,YDR137W,2,0.286,0.386,0.000
1948,598,YLR039C,2,0.286,0.386,0.000
1949,598,YLR262C,6,0.857,0.659,0.905
1950,598,YDR027C,2,0.286,0.282,0.286
1951,599,YLR047C,3,1.000,0.707,1.000
1952,600,YPL004C,8,0.889,0.508,0.333
1953,600,YGR086C,8,0.889,0.508,0.333
1954,600,YMR031C,4,0.444,0.299,0.222
1955,601,YJL056C,4,1.000,0.636,0.833
1956,601,YLR023C,2,0.500,0.473,0.000
1957,601,YOL101C,2,0.500,0.473,0.000
1958,602,YKL175W,8,0.889,0.403,0.093
1959,602,YGL255W,7,0.778,0.347,0.233
1960,602,YIL023C,8,0.889,0.403,0.093
1961,603,YOR043W,2,1.000,0.707,1.000
1962,604,YGL077C,1,1.000,0.707,0.000
1963,604,YDR497C,1,1.000,0.707,0.000
1964,605,YPL092W,1,1.000,0.707,0.000
1965,605,YGL254W,1,1.000,0.707,0.000
1966,606,YPR105C,9,1.000,0.361,0.056
1967,606,YER157W,9,1.000,0.361,0.056
1968,606,YML071C,9,1.000,0.361,0.056
1969,606,YNL041C,9,1.000,0.361,0.056
1970,607,YKL204W,2,1.000,0.707,1.000
1971,608,YGL038C,0,1.000,1.000,0.000
1972,609,YJL170C,1,1.000,0.707,0.000
1973,609,YGL032C,1,1.000,0.707,0.000
1974,610,YLL019C,1,1.000,0.707,0.000
1975,610,YMR216C,1,1.000,0.707,0.000
1976,611,YER001W,5,1.000,0.601,0.650
1977,611,YBR015C,3,0.600,0.444,0.050
1978,612,YJR075W,5,1.000,0.428,0.025
1979,612,YDR245W,5,1.000,0.428,0.025
1980,612,YJL183W,5,1.000,0.428,0.025
1981,612,YPL050C,5,1.000,0.428,0.025
1982,613,YPL053C,1,1.000,0.707,0.000
1983,613,YNR059W,1,1.000,0.707,0.000
1984,614,YDR089W,1,1.000,0.707,0.000
1985,614,YFL004W,1,1.000,0.707,0.000
1986,615,YBR056W-A,1,1.000,0.707,0.000
1987,615,YMR316W,1,1.000,0.707,0.000
1988,616,YGR070W,5,0.833,0.369,0.027
1989,616,YGR023W,5,0.833,0.369,0.027
1990,616,YOL105C,5,0.833,0.369,0.027
1991,616,YLR371W,5,0.833,0.369,0.027
1992,616,YLR332W,6,1.000,0.429,0.040
1993,616,YNL283C,5,0.833,0.369,0.027
1994,616,YOR008C,5,0.833,0.369,0.027
1995,617,YBR260C,1,1.000,0.707,0.000
1996,617,YFL047W,1,1.000,0.707,0.000
1997,618,YBR168W,1,1.000,0.707,0.000
1998,618,YHR150W,1,1.000,0.707,0.000
1999,619,YLR324W,2,1.000,0.707,1.000
2000,620,YGR184C,2,1.000,0.707,1.000
2001,621,YIL039W,1,1.000,0.707,0.000
2002,621,YCR017C,1,1.000,0.707,0.000
2003,622,YNL008C,2,1.000,0.577,0.000
2004,622,YNL159C,2,1.000,0.577,0.000
2005,622,YMR119W,2,1.000,0.577,0.000
2006,623,YDL212W,1,1.000,0.707,0.000
2007,623,YKR039W,1,1.000,0.707,0.000
2008,624,YLL044W,1,1.000,0.707,0.000
2009,624,YLL038C,1,1.000,0.707,0.000
2010,625,YLR080W,1,1.000,0.707,0.000
2011,625,YFL048C,1,1.000,0.707,0.000
2012,626,YGL198W,5,1.000,0.490,0.183
2013,626,YGR172C,5,1.000,0.490,0.183
2014,627,YBR187W,1,1.000,0.707,0.000
2015,627,YMR034C,1,1.000,0.707,0.000
2016,628,YJL151C,1,1.000,0.707,0.000
2017,628,YDR525W-A,1,1.000,0.707,0.000
2018,629,YPR109W,1,1.000,0.707,0.000
2019,629,YOL073C,1,1.000,0.707,0.000
2020,630,YGR143W,1,1.000,0.707,0.000
2021,630,YDR072C,1,1.000,0.707,0.000
2022,631,YOL042W,1,1.000,0.707,0.000
2023,631,YML118W,1,1.000,0.707,0.000
2024,632,YGR178C,5,1.000,0.653,0.900
2025,632,YDL053C,2,0.400,0.431,0.000
2026,632,YHR121W,2,0.400,0.431,0.000
2027,633,YBR271W,0,1.000,1.000,0.000
2028,634,YBR053C,2,1.000,0.707,1.000
2029,635,YML086C,2,1.000,0.707,1.000
2030,636,YGR250C,1,1.000,0.707,0.000
2031,636,YIR001C,1,1.000,0.707,0.000
2032,637,YDR017C,4,0.667,0.463,0.333
2033,637,YDR173C,5,0.833,0.537,0.533
2034,638,YPR201W,2,1.000,0.577,0.000
2035,638,YPR199C,2,1.000,0.577,0.000
2036,638,YPR200C,2,1.000,0.577,0.000
2037,639,YBR030W,3,1.000,0.500,0.000
2038,639,YDR257C,3,1.000,0.500,0.000
2039,639,YPL208W,3,1.000,0.500,0.000
2040,639,YDR198C,3,1.000,0.500,0.000
2041,640,YOR051C,1,1.000,0.707,0.000
2042,640,YER049W,1,1.000,0.707,0.000
2043,641,YNL078W,2,1.000,0.577,0.000
2044,641,YOL070C,2,1.000,0.577,0.000
2045,641,YPL158C,2,1.000,0.577,0.000
2046,642,YFL057C,2,1.000,0.577,0.000
2047,642,YFL056C,2,1.000,0.577,0.000
2048,642,YDL243C,2,1.000,0.577,0.000
2049,643,YAL004W,1,1.000,0.707,0.000
2050,643,YOR053W,1,1.000,0.707,0.000
2051,644,YDR545W,1,1.000,0.707,0.000
2052,644,YDR545C-A,1,1.000,0.707,0.000
2053,645,YOR396C-A,2,1.000,0.707,1.000
2054,646,YPL058C,1,1.000,0.707,0.000
2055,646,YML076C,1,1.000,0.707,0.000
2056,647,YMR204C,1,1.000,0.707,0.000
2057,647,YMR163C,1,1.000,0.707,0.000
2058,648,YLR343W,1,0.250,0.354,0.000
2059,648,YOL030W,1,0.250,0.354,0.000
2060,648,YOR386W,4,1.000,0.707,1.000
2061,648,YOL132W,1,0.250,0.354,0.000
2062,648,YMR215W,1,0.250,0.354,0.000
2063,649,YOR252W,1,1.000,0.707,0.000
2064,649,YDR514C,1,1.000,0.707,0.000
2065,650,YOL110W,1,1.000,0.707,0.000
2066,650,YLR246W,1,1.000,0.707,0.000
2067,651,YER071C,1,1.000,0.707,0.000
2068,651,YIR003W,1,1.000,0.707,0.000
2069,652,YKR093W,2,1.000,0.707,1.000
2070,653,YDL144C,1,1.000,0.707,0.000
2071,653,YFR018C,1,1.000,0.707,0.000
2072,654,YOR242C,1,1.000,0.707,0.000
2073,654,YOR255W,1,1.000,0.707,0.000
2074,655,YJL059W,0,1.000,1.000,0.000
2075,656,YCL001W-A,2,1.000,0.577,0.000
2076,656,YCL042W,2,1.000,0.577,0.000
2077,656,YCR024C-B,2,1.000,0.577,0.000
2078,657,YBL049W,1,1.000,0.707,0.000
2079,657,YBL048W,1,1.000,0.707,0.000
2080,658,YGL140C,2,1.000,0.707,1.000
2081,659,YHR101C,1,1.000,0.707,0.000
2082,659,YMR200W,1,1.000,0.707,0.000
2083,660,YDR186C,1,1.000,0.707,0.000
2084,660,YLR065C,1,1.000,0.707,0.000
2085,661,YNL199C,2,1.000,0.707,1.000
2086,662,YJL223C,20,1.000,0.239,0.016
2087,662,YIR041W,20,1.000,0.239,0.016
2088,662,YFL020C,20,1.000,0.239,0.016
2089,662,YMR325W,20,1.000,0.239,0.016
2090,662,YCR104W,20,1.000,0.239,0.016
2091,662,YIL176C,20,1.000,0.239,0.016
2092,663,YNL149C,1,1.000,0.707,0.000
2093,663,YNL158W,1,1.000,0.707,0.000
2094,664,YCR089W,1,1.000,0.707,0.000
2095,664,YNR044W,1,1.000,0.707,0.000
2096,665,YPL006W,2,1.000,0.707,1.000
2097,666,YGL222C,1,1.000,0.707,0.000
2098,666,YER035W,1,1.000,0.707,0.000
2099,667,YDR403W,2,1.000,0.707,1.000
2100,668,YLL056C,2,1.000,0.707,1.000
2101,669,YKL164C,1,1.000,0.707,0.000
2102,669,YJL159W,1,1.000,0.707,0.000
2103,670,YDR250C,1,1.000,0.707,0.000
2104,670,YGR045C,1,1.000,0.707,0.000
2105,671,YER039C,1,1.000,0.707,0.000
2106,671,YER039C-A,1,1.000,0.707,0.000
2107,672,YBL109W,3,1.000,0.500,0.000
2108,672,YBL113W-A,3,1.000,0.500,0.000
2109,672,YBL113C,3,1.000,0.500,0.000
2110,672,YBL111C,3,1.000,0.500,0.000
2111,673,YEL004W,1,1.000,0.707,0.000
2112,673,YML038C,1,1.000,0.707,0.000
2113,674,YDR085C,1,1.000,0.707,0.000
2114,674,YER158C,1,1.000,0.707,0.000
2115,675,YPL199C,1,1.000,0.707,0.000
2116,675,YKL047W,1,1.000,0.707,0.000
2117,676,YLR465C,1,1.000,0.707,0.000
2118,676,YLR463C,1,1.000,0.707,0.000
2119,677,YLR467C-A,1,1.000,0.707,0.000
2120,677,YLR466C-B,1,1.000,0.707,0.000
2121,678,YNL101W,2,0.667,0.602,0.667
2122,678,YCL038C,2,0.667,0.602,0.667
2123,679,YGL102C,2,1.000,0.707,1.000
2124,680,YHR217C,2,0.500,0.473,0.000
2125,680,YDR543C,4,1.000,0.636,0.833
2126,680,YKL225W,2,0.500,0.473,0.000
2127,681,YHR219W,0,1.000,1.000,0.000
2128,682,YJR162C,3,0.750,0.524,0.083
2129,682,YNL337W,4,1.000,0.583,0.583
2130,683,YER188C-A,2,1.000,0.577,0.000
2131,683,YER190W,2,1.000,0.577,0.000
2132,683,YER189W,2,1.000,0.577,0.000
2133,684,YHL049C,0,1.000,1.000,0.000
2134,685,YCL012C,1,1.000,0.707,0.000
2135,685,YHL050W-A,1,1.000,0.707,0.000
2136,686,YNL033W,3,0.750,0.500,0.250
2137,686,YNL019C,3,0.750,0.500,0.250
2138,687,YIL088C,1,1.000,0.707,0.000
2139,687,YKL146W,1,1.000,0.707,0.000
