,cluster,protein,degree,betweenness_centrality,eigenvector_centrality,degree_centrality
1714,417,YPR075C,4,0.022,0.201,0.400
1715,417,YNR031C,5,0.006,0.359,0.500
1716,417,YGR014W,4,0.022,0.236,0.400
1717,417,YCR073C,5,0.006,0.359,0.500
1718,418,YDR495C,12,0.010,0.297,0.800
1719,418,YDR323C,10,0.029,0.242,0.667
1720,418,YLR148W,12,0.010,0.297,0.800
1721,418,YGL124C,9,0.022,0.219,0.600
1722,418,YMR231W,12,0.010,0.297,0.800
1723,419,YGL008C,0,0.000,1.000,1.000
1724,420,YDL055C,1,0.000,0.282,0.333
1725,420,YGR036C,2,0.000,0.523,0.667
1726,420,YMR013C,2,0.000,0.523,0.667
1727,421,YKL205W,1,0.000,0.707,1.000
1728,421,YOR112W,1,0.000,0.707,1.000
1729,422,YNR019W,3,0.167,0.557,1.000
1730,422,YCR048W,3,0.167,0.557,1.000
1731,423,YLR242C,1,0.000,0.707,1.000
1732,423,YJL062W,1,0.000,0.707,1.000
1733,424,YAL063C,1,0.000,0.316,0.200
1734,424,YOR140W,1,0.000,0.316,0.200
1735,424,YAR050W,1,0.000,0.316,0.200
1736,424,YKR102W,1,0.000,0.316,0.200
1737,424,YHR211W,1,0.000,0.316,0.200
1738,425,YBR164C,0,0.000,1.000,1.000
1739,426,YBL060W,1,0.000,0.500,0.500
1740,426,YKR030W,1,0.000,0.500,0.500
1741,427,YLR062C,1,0.000,0.707,1.000
1742,427,YGL217C,1,0.000,0.707,1.000
1743,428,YMR218C,12,0.018,0.298,0.857
1744,428,YKR068C,12,0.018,0.298,0.857
1745,428,YDR407C,12,0.018,0.298,0.857
1746,428,YDR472W,11,0.007,0.285,0.786
1747,428,YOR115C,12,0.018,0.298,0.857
1748,428,YDR246W,11,0.007,0.285,0.786
1749,428,YDR108W,11,0.007,0.285,0.786
1750,428,YGR166W,11,0.011,0.277,0.786
1751,428,YML077W,11,0.007,0.285,0.786
1752,428,YBR254C,11,0.007,0.285,0.786
1753,429,YHL019C,6,0.023,0.303,0.500
1754,429,YJR005W,7,0.031,0.346,0.583
1755,429,YLR170C,6,0.024,0.289,0.500
1756,429,YGR261C,7,0.028,0.342,0.583
1757,430,YFR056C,1,0.000,0.282,0.333
1758,430,YHR212W-A,2,0.000,0.523,0.667
1759,430,YHR213W,2,0.000,0.523,0.667
1760,431,YGL227W,6,0.000,0.376,0.857
1761,431,YDR255C,6,0.000,0.376,0.857
1762,431,YKL124W,1,0.000,0.064,0.143
1763,431,YIL097W,6,0.000,0.376,0.857
1764,431,YBR105C,6,0.000,0.376,0.857
1765,431,YMR135C,6,0.000,0.376,0.857
1766,431,YIL017C,6,0.000,0.376,0.857
1767,432,YDR437W,11,0.029,0.246,0.500
1768,432,YHR188C,12,0.048,0.249,0.545
1769,432,YLL031C,12,0.030,0.264,0.545
1770,432,YDR331W,12,0.046,0.261,0.545
1771,432,YPL076W,9,0.015,0.197,0.409
1772,432,YGR216C,10,0.023,0.218,0.455
1773,433,YMR206W,1,0.000,0.707,1.000
1774,433,YMR081C,1,0.000,0.707,1.000
1775,434,YJL153C,3,0.000,0.500,1.000
1776,434,YOL108C,3,0.000,0.500,1.000
1777,434,YDR123C,3,0.000,0.500,1.000
1778,434,YHL020C,3,0.000,0.500,1.000
1779,435,YOR281C,1,0.000,0.707,1.000
1780,435,YDR183W,1,0.000,0.707,1.000
1781,436,YGR078C,6,0.048,0.411,0.857
1782,436,YJL179W,5,0.000,0.374,0.714
1783,436,YML094W,6,0.048,0.411,0.857
1784,436,YEL003W,5,0.000,0.374,0.714
1785,436,YFL023W,1,0.000,0.080,0.143
1786,436,YNL153C,5,0.000,0.374,0.714
1787,436,YMR074C,3,0.000,0.234,0.429
1788,437,YMR052W,5,0.017,0.423,0.833
1789,437,YNL127W,5,0.017,0.423,0.833
1790,437,YFR008W,5,0.017,0.423,0.833
1791,438,YML067C,1,0.000,0.707,1.000
1792,438,YAL042W,1,0.000,0.707,1.000
1793,439,YKR099W,0,0.000,1.000,1.000
1794,440,YOL068C,1,0.000,0.707,1.000
1795,440,YOR279C,1,0.000,0.707,1.000
1796,441,YOR021C,1,0.000,0.282,0.333
1797,441,YNL022C,2,0.000,0.523,0.667
1798,441,YMR310C,2,0.000,0.523,0.667
1799,442,YFR003C,1,0.000,0.707,1.000
1800,442,YPL179W,1,0.000,0.707,1.000
1801,443,YJL129C,3,0.167,0.557,1.000
1802,443,YML016C,3,0.167,0.557,1.000
1803,444,YFR015C,1,0.000,0.707,1.000
1804,444,YLR177W,1,0.000,0.707,1.000
1805,445,YPL183C,2,0.000,0.366,0.400
1806,445,YPL030W,2,0.000,0.394,0.400
1807,445,YDL112W,1,0.000,0.168,0.200
1808,445,YMR259C,2,0.000,0.366,0.400
1809,446,YOL093W,1,0.000,0.707,1.000
1810,446,YLR405W,1,0.000,0.707,1.000
1811,447,YNR046W,1,0.000,0.707,1.000
1812,447,YDR140W,1,0.000,0.707,1.000
1813,448,YLR316C,2,0.000,0.577,1.000
1814,448,YJL035C,2,0.000,0.577,1.000
1815,448,YGL243W,2,0.000,0.577,1.000
1816,449,YJL212C,1,0.000,0.707,1.000
1817,449,YGL114W,1,0.000,0.707,1.000
1818,450,YBR092C,1,0.000,0.500,0.500
1819,450,YDL024C,1,0.000,0.500,0.500
1820,451,YBR093C,3,0.000,0.439,0.750
1821,451,YDR481C,3,0.000,0.439,0.750
1822,451,YAR071W,4,0.167,0.510,1.000
1823,451,YHR215W,4,0.167,0.510,1.000
1824,451,YDR281C,2,0.000,0.307,0.500
1825,452,YFL017C,2,0.000,0.523,0.667
1826,452,YNL192W,1,0.000,0.282,0.333
1827,452,YEL058W,2,0.000,0.523,0.667
1828,453,YOL095C,1,0.000,0.707,1.000
1829,453,YDR332W,1,0.000,0.707,1.000
1830,454,YDR539W,1,0.000,0.707,1.000
1831,454,YDR538W,1,0.000,0.707,1.000
1832,455,YBL061C,2,0.000,0.577,1.000
1833,455,YBR023C,2,0.000,0.577,1.000
1834,455,YHR142W,2,0.000,0.577,1.000
1835,456,YKR027W,4,0.000,0.447,1.000
1836,456,YLR330W,4,0.000,0.447,1.000
1837,456,YJL099W,4,0.000,0.447,1.000
1838,456,YMR237W,4,0.000,0.447,1.000
1839,456,YOR299W,4,0.000,0.447,1.000
1840,457,YBR078W,1,0.000,0.707,1.000
1841,457,YMR307W,1,0.000,0.707,1.000
1842,458,YLR342W,0,0.000,1.000,1.000
1843,459,YNL233W,0,0.000,1.000,1.000
1844,460,YDR438W,1,0.000,0.707,1.000
1845,460,YPL244C,1,0.000,0.707,1.000
1846,461,YNL063W,0,0.000,1.000,1.000
1847,462,YBR126C,0,0.000,1.000,1.000
1848,463,YLR149C,1,0.000,0.707,1.000
1849,463,YOR238W,1,0.000,0.707,1.000
1850,464,YFR017C,1,0.000,0.707,1.000
1851,464,YNR034W-A,1,0.000,0.707,1.000
1852,465,YGL169W,4,0.022,0.331,0.667
1853,465,YKR038C,5,0.044,0.408,0.833
1854,466,YOR095C,0,0.000,1.000,1.000
1855,467,YLL061W,1,0.000,0.707,0.500
1856,467,YPL273W,0,0.000,0.000,0.000
1857,467,YLL062C,1,0.000,0.707,0.500
1858,468,YJL144W,2,0.000,0.523,0.667
1859,468,YOL032W,2,0.000,0.523,0.667
1860,468,YPR158W,1,0.000,0.282,0.333
1861,469,YIL046W,0,0.000,1.000,1.000
1862,470,YDL138W,3,0.000,0.482,0.750
1863,470,YOR047C,3,0.000,0.482,0.750
1864,470,YDL194W,3,0.000,0.482,0.750
1865,470,YDR277C,1,0.000,0.170,0.250
1866,471,YCR037C,3,0.018,0.256,0.375
1867,471,YER072W,4,0.000,0.362,0.500
1868,471,YPL019C,4,0.000,0.362,0.500
1869,471,YNR013C,2,0.000,0.166,0.250
1870,471,YHR136C,5,0.054,0.408,0.625
1871,471,YJL198W,2,0.000,0.166,0.250
1872,471,YJL012C,4,0.000,0.362,0.500
1873,471,YBR296C,4,0.054,0.242,0.500
1874,472,YDL106C,1,0.000,0.707,1.000
1875,472,YFR034C,1,0.000,0.707,1.000
1876,473,YIL047C,1,0.000,0.707,1.000
1877,473,YGR233C,1,0.000,0.707,1.000
1878,474,YLR102C,12,0.000,0.277,1.000
1879,474,YNL172W,12,0.000,0.277,1.000
1880,474,YFR036W,12,0.000,0.277,1.000
1881,474,YIR025W,12,0.000,0.277,1.000
1882,474,YGL240W,12,0.000,0.277,1.000
1883,474,YLR127C,12,0.000,0.277,1.000
1884,474,YBL084C,12,0.000,0.277,1.000
1885,474,YDR260C,12,0.000,0.277,1.000
1886,474,YDL008W,12,0.000,0.277,1.000
1887,474,YOR249C,12,0.000,0.277,1.000
1888,474,YKL022C,12,0.000,0.277,1.000
1889,474,YDR118W,12,0.000,0.277,1.000
1890,474,YHR166C,12,0.000,0.277,1.000
1891,475,YEL029C,2,0.000,0.412,0.500
1892,475,YBR035C,3,0.083,0.524,0.750
1893,475,YGR017W,1,0.000,0.217,0.250
1894,475,YNR027W,2,0.000,0.412,0.500
1895,476,YKL041W,19,0.031,0.269,0.826
1896,476,YPL065W,17,0.016,0.254,0.739
1897,476,YMR077C,19,0.031,0.269,0.826
1898,476,YJR102C,17,0.019,0.251,0.739
1899,476,YKL002W,19,0.031,0.269,0.826
1900,476,YCL008C,16,0.011,0.243,0.696
1901,476,YLR417W,16,0.011,0.243,0.696
1902,476,YNR006W,16,0.014,0.238,0.696
1903,477,YER136W,3,0.000,0.482,0.750
1904,477,YPL070W,1,0.000,0.170,0.250
1905,477,YOR370C,3,0.000,0.482,0.750
1906,477,YBR264C,3,0.000,0.482,0.750
1907,478,YLR436C,1,0.000,0.707,1.000
1908,478,YMR304W,1,0.000,0.707,1.000
1909,479,YBR085C-A,1,0.000,0.114,0.200
1910,479,YBR070C,4,0.000,0.440,0.800
1911,479,YNL048W,4,0.000,0.440,0.800
1912,479,YGL047W,4,0.000,0.440,0.800
1913,479,YBR110W,4,0.000,0.440,0.800
1914,480,YBL020W,1,0.000,0.289,0.167
1915,480,YKR061W,1,0.000,0.289,0.167
1916,480,YBR199W,1,0.000,0.289,0.167
1917,480,YNL029C,1,0.000,0.289,0.167
1918,480,YIL085C,1,0.000,0.289,0.167
1919,480,YJL139C,1,0.000,0.289,0.167
1920,481,YIL030C,1,0.000,0.707,1.000
1921,481,YIL029C,1,0.000,0.707,1.000
1922,482,YGL002W,6,0.022,0.375,0.667
1923,482,YGL200C,6,0.019,0.373,0.667
1924,482,YAR002C-A,6,0.022,0.375,0.667
1925,483,YBR139W,0,0.000,0.000,0.000
1926,483,YEL060C,1,0.000,0.500,0.333
1927,483,YJL172W,1,0.000,0.500,0.333
1928,484,YGL203C,2,0.000,0.394,0.500
1929,484,YDR144C,2,0.000,0.394,0.500
1930,484,YOR219C,2,0.000,0.394,0.500
1931,484,YLR120C,2,0.000,0.394,0.500
1932,485,YLR432W,2,0.000,0.577,1.000
1933,485,YAR073W,2,0.000,0.577,1.000
1934,485,YAR075W,2,0.000,0.577,1.000
1935,486,YER099C,6,0.013,0.392,1.000
1936,486,YBL068W,6,0.013,0.392,1.000
1937,486,YKL181W,6,0.013,0.392,1.000
1938,486,YOL061W,6,0.013,0.392,1.000
1939,486,YHL011C,6,0.013,0.392,1.000
1940,487,YGR121C,2,0.000,0.523,0.667
1941,487,YJR152W,1,0.000,0.282,0.333
1942,487,YPR138C,2,0.000,0.523,0.667
1943,488,YER163C,3,0.167,0.557,1.000
1944,488,YLR299W,3,0.167,0.557,1.000
1945,489,YCL035C,0,0.000,0.707,0.000
1946,489,YDR513W,0,0.000,0.707,0.000
1947,490,YKL134C,1,0.000,0.707,1.000
1948,490,YER078C,1,0.000,0.707,1.000
1949,491,YGL156W,0,0.000,1.000,1.000
1950,492,YDL095W,7,0.010,0.355,0.700
1951,492,YAL023C,7,0.010,0.355,0.700
1952,492,YOR321W,7,0.010,0.355,0.700
1953,493,YJR092W,2,0.000,0.407,0.250
1954,493,YIL140W,3,0.036,0.537,0.375
1955,493,YJL201W,0,0.000,0.000,0.000
1956,493,YDR389W,0,0.000,0.000,0.000
1957,493,YCL014W,3,0.036,0.537,0.375
1958,493,YKL092C,1,0.000,0.180,0.125
1959,493,YOR134W,0,0.000,0.000,0.000
1960,493,YDL135C,0,0.000,0.000,0.000
1961,494,YGR202C,1,0.000,0.707,1.000
1962,494,YLR133W,1,0.000,0.707,1.000
1963,495,YMR285C,2,0.000,0.523,0.667
1964,495,YLR107W,2,0.000,0.523,0.667
1965,495,YGR276C,1,0.000,0.282,0.333
1966,496,YDL184C,1,0.000,0.707,1.000
1967,496,YDL133C-A,1,0.000,0.707,1.000
1968,497,YLR180W,1,0.000,0.500,0.500
1969,497,YHR137W,1,0.000,0.500,0.500
1970,498,YDR040C,4,0.033,0.409,0.800
1971,498,YDR456W,4,0.033,0.409,0.800
1972,499,YKR050W,1,0.000,0.707,1.000
1973,499,YJR054W,1,0.000,0.707,1.000
1974,500,YFR044C,2,0.000,0.577,1.000
1975,500,YBR281C,2,0.000,0.577,1.000
1976,500,YNL191W,2,0.000,0.577,1.000
1977,501,YPR069C,3,0.000,0.482,0.750
1978,501,YOL052C,3,0.000,0.482,0.750
1979,501,YLR146C,3,0.000,0.482,0.750
1980,501,YPL052W,1,0.000,0.170,0.250
1981,502,YOL081W,3,0.056,0.425,0.750
1982,502,YER020W,3,0.056,0.425,0.750
1983,502,YAL056W,3,0.056,0.425,0.750
1984,502,YOR371C,3,0.056,0.425,0.750
1985,503,YOR258W,1,0.000,0.500,0.500
1986,503,YHR134W,1,0.000,0.500,0.500
1987,504,YMR070W,1,0.000,0.707,1.000
1988,504,YLR228C,1,0.000,0.707,1.000
1989,505,YBL067C,4,0.167,0.510,1.000
1990,505,YIL156W,3,0.000,0.439,0.750
1991,505,YOL087C,2,0.000,0.307,0.500
1992,505,YER098W,4,0.167,0.510,1.000
1993,505,YKR098C,3,0.000,0.439,0.750
1994,506,YBR040W,1,0.000,0.707,1.000
1995,506,YML047C,1,0.000,0.707,1.000
1996,507,YDR414C,2,0.000,0.577,1.000
1997,507,YKR007W,2,0.000,0.577,1.000
1998,507,YCR075C,2,0.000,0.577,1.000
1999,508,YLR124W,1,0.000,0.500,0.500
2000,508,YPL034W,1,0.000,0.500,0.500
2001,509,YER123W,1,0.000,0.707,1.000
2002,509,YPL236C,1,0.000,0.707,1.000
2003,510,YNL161W,1,0.000,0.707,1.000
2004,510,YCL051W,1,0.000,0.707,1.000
2005,511,YKL094W,0,0.000,1.000,1.000
2006,512,YCR068W,0,0.000,1.000,1.000
2007,513,YLR066W,3,0.000,0.500,1.000
2008,513,YIR022W,3,0.000,0.500,1.000
2009,513,YJR010C-A,3,0.000,0.500,1.000
2010,513,YML055W,3,0.000,0.500,1.000
2011,514,YEL075W-A,4,0.000,0.447,1.000
2012,514,YEL077C,4,0.000,0.447,1.000
2013,514,YEL075C,4,0.000,0.447,1.000
2014,514,YEL076C,4,0.000,0.447,1.000
2015,514,YEL074W,4,0.000,0.447,1.000
2016,515,YDL233W,1,0.000,0.408,0.333
2017,515,YOL116W,1,0.000,0.408,0.333
2018,515,YER109C,1,0.000,0.408,0.333
2019,516,YBR083W,5,0.038,0.244,0.417
2020,516,YDR103W,6,0.014,0.305,0.500
2021,516,YJL157C,6,0.046,0.284,0.500
2022,516,YDL159W,5,0.011,0.267,0.417
2023,517,YOR230W,1,0.000,0.707,1.000
2024,517,YLR437C,1,0.000,0.707,1.000
2025,518,YGR058W,2,0.000,0.125,0.250
2026,518,YMR154C,7,0.089,0.379,0.875
2027,518,YGR122W,2,0.000,0.125,0.250
2028,518,YGL045W,6,0.000,0.362,0.750
2029,518,YNL294C,6,0.000,0.362,0.750
2030,518,YOR030W,6,0.000,0.362,0.750
2031,518,YMR063W,6,0.000,0.362,0.750
2032,518,YHL027W,7,0.089,0.379,0.875
2033,519,YOR022C,1,0.000,0.707,1.000
2034,519,YDL195W,1,0.000,0.707,1.000
2035,520,YOR220W,1,0.000,0.500,0.500
2036,520,YOR385W,1,0.000,0.500,0.500
2037,521,YKL159C,1,0.000,0.707,1.000
2038,521,YNL027W,1,0.000,0.707,1.000
2039,522,YDL128W,4,0.033,0.445,0.800
2040,522,YOR087W,4,0.033,0.445,0.800
2041,523,YGL167C,1,0.000,0.707,1.000
2042,523,YGL168W,1,0.000,0.707,1.000
2043,524,YDR459C,3,0.025,0.438,0.600
2044,524,YOL003C,2,0.025,0.298,0.400
2045,524,YDR126W,3,0.025,0.438,0.600
2046,524,YNL326C,2,0.025,0.298,0.400
2047,525,YDL240W,1,0.000,0.707,1.000
2048,525,YEL031W,1,0.000,0.707,1.000
2049,526,YDR099W,1,0.000,0.707,1.000
2050,526,YER177W,1,0.000,0.707,1.000
2051,527,YGR198W,2,0.000,0.412,0.500
2052,527,YMR212C,3,0.083,0.524,0.750
2053,527,YDR208W,2,0.000,0.412,0.500
2054,527,YKL051W,1,0.000,0.217,0.250
2055,528,YLR422W,1,0.000,0.707,1.000
2056,528,YLL007C,1,0.000,0.707,1.000
2057,529,YLR310C,0,0.000,1.000,1.000
2058,530,YER056C,0,0.000,1.000,1.000
2059,531,YLR254C,1,0.000,0.707,1.000
2060,531,YOR269W,1,0.000,0.707,1.000
2061,532,YDR517W,1,0.000,0.707,1.000
2062,532,YDL099W,1,0.000,0.707,1.000
2063,533,YIL177W-A,1,0.000,0.707,1.000
2064,533,YIL177C,1,0.000,0.707,1.000
2065,534,YML133W-A,2,0.000,0.577,1.000
2066,534,YML133C,2,0.000,0.577,1.000
2067,534,YML133W-B,2,0.000,0.577,1.000
2068,535,YKL102C,2,0.000,0.523,0.667
2069,535,YDR521W,2,0.000,0.523,0.667
2070,535,YLL066C,1,0.000,0.282,0.333
2071,536,YNL134C,1,0.000,0.500,0.500
2072,536,YDL072C,1,0.000,0.500,0.500
2073,537,YJR056C,5,0.000,0.408,1.000
2074,537,YJL028W,5,0.000,0.408,1.000
2075,537,YJR055W,5,0.000,0.408,1.000
2076,537,YJL161W,5,0.000,0.408,1.000
2077,537,YJL022W,5,0.000,0.408,1.000
2078,537,YJL027C,5,0.000,0.408,1.000
2079,538,YHR195W,1,0.000,0.707,1.000
2080,538,YAR042W,1,0.000,0.707,1.000
2081,539,YDL019C,1,0.000,0.326,0.200
2082,539,YBL091C-A,1,0.000,0.205,0.200
2083,539,YIL090W,1,0.000,0.326,0.200
2084,539,YMR124W,1,0.000,0.326,0.200
2085,540,YMR251W-A,1,0.000,0.500,0.500
2086,540,YBR054W,1,0.000,0.500,0.500
2087,541,YDR150W,1,0.000,0.707,1.000
2088,541,YPR083W,1,0.000,0.707,1.000
2089,542,YNL116W,1,0.000,0.500,0.500
2090,542,YHR115C,1,0.000,0.500,0.500
2091,543,YAL021C,1,0.000,0.707,1.000
2092,543,YNR052C,1,0.000,0.707,1.000
2093,544,YDL234C,3,0.056,0.425,0.750
2094,544,YOR070C,3,0.056,0.425,0.750
2095,544,YGR100W,3,0.056,0.425,0.750
2096,544,YPL249C,3,0.056,0.425,0.750
2097,545,YOR069W,7,0.018,0.360,0.778
2098,545,YOR132W,7,0.018,0.360,0.778
2099,546,YML072C,1,0.000,0.707,1.000
2100,546,YBR086C,1,0.000,0.707,1.000
2101,547,YDL058W,0,0.000,1.000,1.000
2102,548,YKL179C,2,0.000,0.577,1.000
2103,548,YJR134C,2,0.000,0.577,1.000
2104,548,YOR216C,2,0.000,0.577,1.000
2105,549,YMR079W,0,0.000,1.000,1.000
2106,550,YLR380W,1,0.000,0.707,1.000
2107,550,YJL145W,1,0.000,0.707,1.000
2108,551,YCR094W,4,0.022,0.412,0.667
2109,551,YNL323W,4,0.022,0.412,0.667
2110,552,YMR162C,1,0.000,0.707,1.000
2111,552,YNR048W,1,0.000,0.707,1.000
2112,553,YNL297C,2,0.000,0.523,0.667
2113,553,YMR010W,1,0.000,0.282,0.333
2114,553,YDR141C,2,0.000,0.523,0.667
2115,554,YOR107W,1,0.000,0.707,1.000
2116,554,YML104C,1,0.000,0.707,1.000
2117,555,YOR301W,3,0.167,0.557,1.000
2118,555,YLR084C,3,0.167,0.557,1.000
2119,556,YNL066W,7,0.021,0.363,0.583
2120,556,YHR143W,7,0.021,0.363,0.583
2121,556,YGL028C,7,0.021,0.363,0.583
2122,556,YNL327W,7,0.021,0.363,0.583
2123,556,YDR371W,3,0.008,0.076,0.250
2124,556,YER124C,7,0.021,0.363,0.583
2125,557,YDR306C,2,0.000,0.577,1.000
2126,557,YLR097C,2,0.000,0.577,1.000
2127,557,YBR280C,2,0.000,0.577,1.000
2128,558,YIL001W,1,0.000,0.707,1.000
2129,558,YGR003W,1,0.000,0.707,1.000
2130,559,YNL264C,1,0.000,0.707,1.000
2131,559,YPL272C,1,0.000,0.707,1.000
2132,560,YDR310C,0,0.000,1.000,1.000
2133,561,YNL333W,5,0.000,0.408,1.000
2134,561,YMR096W,5,0.000,0.408,1.000
2135,561,YNL334C,5,0.000,0.408,1.000
2136,561,YFL060C,5,0.000,0.408,1.000
2137,561,YMR095C,5,0.000,0.408,1.000
2138,561,YFL059W,5,0.000,0.408,1.000
2139,562,YGL210W,0,0.000,1.000,1.000
2140,563,YLL015W,1,0.000,0.500,0.500
2141,563,YGR154C,1,0.000,0.500,0.500
2142,564,YNL086W,5,0.000,0.408,1.000
2143,564,YGL079W,5,0.000,0.408,1.000
2144,564,YEL005C,5,0.000,0.408,1.000
2145,564,YDR357C,5,0.000,0.408,1.000
2146,564,YLR408C,5,0.000,0.408,1.000
2147,564,YKL061W,5,0.000,0.408,1.000
2148,565,YER046W,1,0.000,0.500,0.500
2149,565,YNL012W,1,0.000,0.500,0.500
2150,566,YLR189C,2,0.000,0.577,1.000
2151,566,YJL036W,2,0.000,0.577,1.000
2152,566,YDL113C,2,0.000,0.577,1.000
2153,567,YCR002C,9,0.045,0.343,0.818
2154,567,YGR059W,7,0.007,0.295,0.636
2155,567,YDR218C,7,0.007,0.295,0.636
2156,567,YDL225W,8,0.025,0.318,0.727
2157,568,YPR028W,4,0.056,0.479,1.000
2158,568,YDR233C,4,0.056,0.479,1.000
2159,568,YOR165W,4,0.056,0.479,1.000
2160,569,YHR076W,2,0.000,0.577,1.000
2161,569,YCR079W,2,0.000,0.577,1.000
2162,569,YOR090C,2,0.000,0.577,1.000
2163,570,YJR036C,1,0.000,0.707,1.000
2164,570,YMR247C,1,0.000,0.707,1.000
2165,571,YPL009C,3,0.083,0.470,0.750
2166,571,YKR023W,3,0.083,0.470,0.750
2167,572,YMR241W,1,0.000,0.707,1.000
2168,572,YDL198C,1,0.000,0.707,1.000
2169,573,YIL015W,6,0.039,0.320,0.545
2170,573,YDR461W,6,0.029,0.329,0.545
2171,573,YGL089C,6,0.052,0.316,0.545
2172,574,YCL056C,1,0.000,0.500,0.500
2173,574,YPL112C,1,0.000,0.500,0.500
2174,575,YPR008W,2,0.000,0.523,0.667
2175,575,YGR138C,2,0.000,0.523,0.667
2176,575,YPR157W,1,0.000,0.282,0.333
2177,576,YBR057C,2,0.000,0.523,0.667
2178,576,YNL196C,2,0.000,0.523,0.667
2179,576,YCL055W,1,0.000,0.282,0.333
2180,577,YCL027W,0,0.000,1.000,1.000
2181,578,YGR071C,1,0.000,0.500,0.500
2182,578,YLR373C,1,0.000,0.500,0.500
2183,579,YDR169C,1,0.000,0.282,0.333
2184,579,YPR104C,2,0.000,0.523,0.667
2185,579,YLR403W,2,0.000,0.523,0.667
2186,580,YFL066C,3,0.000,0.500,1.000
2187,580,YFL065C,3,0.000,0.500,1.000
2188,580,YFL067W,3,0.000,0.500,1.000
2189,580,YFL064C,3,0.000,0.500,1.000
2190,581,YJL073W,1,0.000,0.707,1.000
2191,581,YLR104W,1,0.000,0.707,1.000
2192,582,YLR057W,1,0.000,0.707,1.000
2193,582,YJR131W,1,0.000,0.707,1.000
2194,583,YGR225W,1,0.000,0.707,1.000
2195,583,YHR184W,1,0.000,0.707,1.000
2196,584,YER175C,1,0.000,0.707,1.000
2197,584,YGL117W,1,0.000,0.707,1.000
2198,585,YBR291C,1,0.000,0.500,0.500
2199,585,YJR141W,1,0.000,0.500,0.500
2200,586,YKR077W,1,0.000,0.707,1.000
2201,586,YOR066W,1,0.000,0.707,1.000
2202,587,YMR037C,0,0.000,1.000,1.000
2203,588,YHR009C,1,0.000,0.500,0.500
2204,588,YDL025C,1,0.000,0.500,0.500
2205,589,YGL071W,0,0.000,1.000,1.000
2206,590,YHL040C,2,0.000,0.523,0.667
2207,590,YOR382W,2,0.000,0.523,0.667
2208,590,YHL047C,1,0.000,0.282,0.333
2209,591,YCR040W,4,0.083,0.436,0.800
2210,591,YCL067C,4,0.083,0.436,0.800
2211,592,YKL189W,4,0.000,0.447,1.000
2212,592,YOR353C,4,0.000,0.447,1.000
2213,592,YFL034C-B,4,0.000,0.447,1.000
2214,592,YIL129C,4,0.000,0.447,1.000
2215,592,YHR102W,4,0.000,0.447,1.000
2216,593,YMR071C,3,0.167,0.557,1.000
2217,593,YDR100W,3,0.167,0.557,1.000
2218,594,YIR023W,1,0.000,0.408,0.333
2219,594,YBR006W,1,0.000,0.408,0.333
2220,594,YDL210W,1,0.000,0.408,0.333
2221,595,YNR055C,2,0.167,0.500,0.667
2222,595,YIL120W,2,0.167,0.500,0.667
2223,595,YNL065W,2,0.167,0.500,0.667
2224,595,YLL028W,2,0.167,0.500,0.667
2225,596,YML116W,1,0.000,0.707,1.000
2226,596,YBR008C,1,0.000,0.707,1.000
2227,597,YHR048W,1,0.000,0.707,1.000
2228,597,YIL121W,1,0.000,0.707,1.000
2229,598,YDR137W,2,0.000,0.386,0.286
2230,598,YLR039C,2,0.000,0.386,0.286
2231,598,YKR020W,1,0.000,0.104,0.143
2232,598,YLR261C,1,0.000,0.243,0.143
2233,598,YLR309C,1,0.000,0.243,0.143
2234,598,YJL044C,1,0.000,0.243,0.143
2235,599,YLL051C,1,0.000,0.408,0.333
2236,599,YOL152W,1,0.000,0.408,0.333
2237,599,YKL220C,1,0.000,0.408,0.333
2238,600,YMR086W,3,0.000,0.287,0.333
2239,600,YOL100W,3,0.000,0.284,0.333
2240,600,YGR130C,1,0.000,0.065,0.111
2241,600,YDR490C,3,0.000,0.284,0.333
2242,600,YML052W,2,0.000,0.222,0.222
2243,600,YPR149W,2,0.000,0.222,0.222
2244,600,YKL142W,2,0.000,0.222,0.222
2245,601,YDR492W,1,0.000,0.271,0.250
2246,601,YLR023C,2,0.000,0.473,0.500
2247,601,YOL101C,2,0.000,0.473,0.500
2248,601,YOL002C,1,0.000,0.271,0.250
2249,602,YOR316C,6,0.017,0.336,0.667
2250,602,YMR243C,6,0.017,0.336,0.667
2251,602,YDR205W,6,0.054,0.311,0.667
2252,603,YLL010C,1,0.000,0.500,0.500
2253,603,YLR019W,1,0.000,0.500,0.500
2254,604,YGL077C,1,0.000,0.707,1.000
2255,604,YDR497C,1,0.000,0.707,1.000
2256,605,YPL092W,1,0.000,0.707,1.000
2257,605,YGL254W,1,0.000,0.707,1.000
2258,606,YNL051W,7,0.000,0.310,0.778
2259,606,YGL223C,7,0.000,0.310,0.778
2260,606,YGR120C,7,0.000,0.310,0.778
2261,606,YPR105C,9,0.056,0.361,1.000
2262,606,YER157W,9,0.056,0.361,1.000
2263,606,YDR484W,5,0.000,0.217,0.556
2264,606,YJL029C,5,0.000,0.217,0.556
2265,606,YML071C,9,0.056,0.361,1.000
2266,606,YGL005C,7,0.000,0.310,0.778
2267,606,YNL041C,9,0.056,0.361,1.000
2268,607,YBR172C,1,0.000,0.500,0.500
2269,607,YOR338W,1,0.000,0.500,0.500
2270,608,YGL038C,0,0.000,1.000,1.000
2271,609,YJL170C,1,0.000,0.707,1.000
